date,port_throughput,freight_rate,otif_rate
2021-01-01,120993.42830602247,1983.8566839782836,0.8320562694434875
2021-01-02,119848.52507328287,2015.2699996719932,0.8938651799824583
2021-01-03,121545.38753249876,1599.4457863111288,0.9407292886986056
2021-01-04,123420.83326111743,2181.8944197668216,0.8391047798622157
2021-01-05,120030.9396108358,2067.469541614699,0.8856911850283119
2021-01-06,120155.05869023818,2197.316830015806,0.8601405346661017
2021-01-07,123905.3620265678,1418.006694013913,0.8927766161857911
2021-01-08,122404.83181240153,2414.475672217571,0.8805744333224725
2021-01-09,120053.36693083608,1968.4257672391664,0.8607553927286707
2021-01-10,122199.02245368759,2217.5232178264796,0.8946361685461323
2021-01-11,120307.79368523022,1787.4484306626453,0.9341304432936023
2021-01-12,120422.9439312053,2117.5273587090405,0.874272886248181
2021-01-13,121957.05862809686,1783.8324266705704,0.9015927382644454
2021-01-14,117764.170225657,1869.3047087749158,0.8412018112638651
2021-01-15,118257.26854956897,2376.407733296209,0.8513069086954598
2021-01-16,120697.5916858703,1955.0079439789579,0.8941721883364113
2021-01-17,119910.16958926056,2036.173960376347,0.9245234808560789
2021-01-18,122676.50911667584,2166.2438934869283,0.8906684004635698
2021-01-19,120342.5829802545,2090.9096865524734,0.8706082590843054
2021-01-20,119442.9926169695,2021.4000515954428,0.8799787421627007
2021-01-21,125306.13851665078,2063.8514326687477,0.8424877679809085
2021-01-22,122028.72306419784,2471.085310831933,0.898135459790661
2021-01-23,122718.88401856467,1978.421395986336,0.9064699918697022
2021-01-24,119835.92592084917,2029.7079263448218,0.8664372900150076
2021-01-25,121696.2217783895,2199.161957812126,0.865898735567215
2021-01-26,123104.29720202002,2209.6792268109753,0.8879763468895615
2021-01-27,120675.7613066667,2225.5230629402295,0.8668984079187821
2021-01-28,123822.20660389264,2115.4060078427656,0.8780160215612254
2021-01-29,121960.29728901872,1758.601942499607,0.9429916536749955
2021-01-30,122666.59196548497,2313.4321931146983,0.8725892289776201
2021-01-31,122132.55285994022,1757.0197696595164,0.8692497954393633
2021-02-01,127124.03451214239,2046.358902919836,0.8605737458309453
2021-02-02,108473.46735073182,1834.5196014769328,0.9023257591449981
2021-02-03,106463.44395141257,1972.090063770981,0.874563274803457
2021-02-04,110299.73139215897,2050.2131767590504,0.8605188088503573
2021-02-05,106286.05586350586,2048.2750993971845,0.9196391209681903
2021-02-06,109215.85460606616,2067.9307687629616,0.9225880901354091
2021-02-07,104946.41367105974,2305.8318333364095,0.8619872930278388
2021-02-08,106274.21297652369,2073.339401436251,0.8240038014591815
2021-02-09,109386.30859998339,1933.3441756841005,0.9102254106951077
2021-02-10,110528.6583596945,2174.5358980086767,0.8594611052271999
2021-02-11,109450.70987067505,2219.1555237447087,0.903718767974883
2021-02-12,108930.00783310067,1735.2828245411572,0.8208968854686449
2021-02-13,108609.4879658413,2099.827363147302,0.9067779201489793
2021-02-14,106302.08205538621,2120.1248592482857,0.8436648421215766
2021-02-15,107863.89084437648,1919.9205717228829,0.9019229235719958
2021-02-16,123423.76330219864,2254.1175966659803,0.880428192035093
2021-02-17,126497.74404237134,1948.5080782059263,0.8513818174181007
2021-02-18,125106.18387932515,2003.1774479155151,0.8677889106121965
2021-02-19,120925.29846259922,1942.9907539732078,0.900589553708701
2021-02-20,125128.95974030238,1980.2638899550502,0.883176833593457
2021-02-21,123737.0226033038,1757.4360246684917,0.8975323894141746
2021-02-22,123176.72461730208,1688.2238271374483,0.9392932175354646
2021-02-23,125774.29546134938,2294.6779779100766,0.8330727516486685
2021-02-24,126630.31867475194,1805.927657210192,0.9285163772490588
2021-02-25,126445.2716904525,1776.584418591371,0.8831306781256963
2021-02-26,122915.69880513875,1543.7278273706647,0.8530364785503062
2021-02-27,123984.18045477933,1846.1564621622824,0.8400905912278304
2021-02-28,125270.6736068094,1708.8738146274584,0.874326388276689
2021-03-01,126561.87276111978,2301.437766945007,0.9076495033577338
2021-03-02,123652.19084181881,2174.541114395035,0.876173526388674
2021-03-03,124236.12878560815,1834.4905890997386,0.9253346479074205
2021-03-04,122388.8670846862,2422.15078081292,0.8364647292984533
2021-03-05,122200.43186558822,2167.5596787511527,0.8796373315646183
2021-03-06,126206.46014719285,1905.7832662598844,0.8424281966676064
2021-03-07,127279.74733055197,1470.4113615956692,0.890908956478749
2021-03-08,124406.44375903673,2428.0239806973073,0.9066066217029191
2021-03-09,126538.1095041579,1691.4639344352152,0.8673771461895684
2021-03-10,125232.32584662999,1639.841640005331,0.8018735843011859
2021-03-11,123194.30448524647,2172.9784374074125,0.8859684444038949
2021-03-12,125180.35749977008,2455.9577938821144,0.8931021565520053
2021-03-13,127504.24799100039,2244.404837925138,0.892128842648851
2021-03-14,124324.77392567009,2079.875059842282,0.9170734657546646
2021-03-15,127491.66539069258,2085.5870657736423,0.8478683896105286
2021-03-16,119086.601205923,2136.8622708054218,0.9004064831635135
2021-03-17,125931.43325010987,2117.5078386154883,0.9157752253743392
2021-03-18,124421.14675366336,2021.5033670607856,0.8266423724798045
2021-03-19,123606.41564121368,1985.6482646660609,0.8895895547775693
2021-03-20,124343.35043244464,1951.8323799045563,0.8648746050697699
2021-03-21,120138.17944201405,1813.1010493199005,0.8775543198069506
2021-03-22,123625.62227852763,1907.3019133286562,0.8904302945061501
2021-03-23,124729.07231551336,1624.3885274717088,0.8653831430765935
2021-03-24,126918.82197934104,1942.8549265606111,0.8597287576251517
2021-03-25,122873.06026382984,1764.3475920981527,0.8810245725246407
2021-03-26,122237.63603205819,1740.8909116939574,0.847382621834116
2021-03-27,122794.66409693351,1997.1305669765823,0.8474252461334444
2021-03-28,125571.14741175021,2239.095155623582,0.9003811984886951
2021-03-29,124338.6989328492,2143.9009811638994,0.8455361789452404
2021-03-30,122561.29765445388,1645.6805008475767,0.8999893750272764
2021-03-31,124585.82202660282,1761.3979558669198,0.8938777387856185
2021-04-01,123690.8396227472,2147.0207823874057,0.828225798136282
2021-04-02,125370.38113006637,1761.9120276908757,0.8596730604299303
2021-04-03,121964.48222768212,1913.0258380079076,0.9158232820914212
2021-04-04,122647.93369797408,2067.505849420998,0.8505650340658095
2021-04-05,122452.96542860777,1763.3695002521358,0.8660678721307183
2021-04-06,120243.41170309039,1977.6564540628299,0.8938618267975569
2021-04-07,123695.36008909049,1689.3192154587723,0.9035017152784779
2021-04-08,123557.40793756284,1835.3937472609455,0.8724538334186651
2021-04-09,122977.2837440263,2019.1666244884707,0.8620746941592508
2021-04-10,122429.30494708665,1636.1544525624047,0.9226710958509552
2021-04-11,119998.90403927407,2042.3911084695935,0.9321669899139273
2021-04-12,121919.34561504882,1949.9115627009528,0.9093657415234538
2021-04-13,122006.10232047623,2063.880074978493,0.8825595442769507
2021-04-14,121017.85552614191,1997.7078725167714,0.8557520283507722
2021-04-15,122230.77947549983,2225.296093307383,0.855086667803303
2021-04-16,123292.53322728546,1977.0558694509707,0.8956754231579728
2021-04-17,126188.10043197422,1865.6728223051139,0.8925519466266605
2021-04-18,122696.47356793503,1975.5563927453964,0.9220479577883929
2021-04-19,122794.37481784896,2059.2994595549926,0.8995135027760842
2021-04-20,122062.77846898545,1959.9548294216308,0.8349075909472055
2021-04-21,118307.03641333593,1957.8441152060416,0.9115584285316876
2021-04-22,122025.04266434077,1808.8704010126892,0.8500581811805676
2021-04-23,122132.67474252202,1816.2315166726257,0.8684808618414295
2021-04-24,126873.56258121456,1667.8336074316517,0.8875060061875508
2021-04-25,121498.00678279903,2297.8129720377538,0.939870024693519
2021-04-26,122422.32460458102,1698.6679379308837,0.9732975566801608
2021-04-27,121687.221229629,1808.4025070587343,0.8982016917740855
2021-04-28,119357.678166734,1802.8450551128515,0.8745041014383884
2021-04-29,123920.10307531487,2125.0543452243546,0.8960351694544165
2021-04-30,123078.83761592778,1886.6224957858358,0.906629662776215
2021-05-01,123098.69561663926,2194.703807587763,0.8703799712332843
2021-05-02,119640.71616042091,1810.000229813018,0.9338563406773697
2021-05-03,124209.18920589762,2000.0401487153274,0.8869021227757421
2021-05-04,118545.30695961251,1776.7148672273904,0.8949322926727419
2021-05-05,122469.47736012918,2372.3570650427946,0.8999777275616339
2021-05-06,125624.81842678816,1705.3505172909895,0.8926475983184337
2021-05-07,119212.41045677771,2004.3773047510726,0.9051682150140884
2021-05-08,120011.93516520695,2068.7115005008623,0.8614824044035924
2021-05-09,121296.38971664506,2024.2589054135174,0.8632509473816191
2021-05-10,120044.23571066723,1903.984515756451,0.8469953730108492
2021-05-11,117905.53621843808,1914.6208691940826,0.8931850369186068
2021-05-12,121101.27098292676,1948.890265145365,0.9033680951053634
2021-05-13,118798.45278740858,1910.2705320326204,0.8937331859845565
2021-05-14,121830.81827620855,2131.989717326075,0.9302347730004261
2021-05-15,119007.0383861181,2380.8614558941385,0.8798321194351286
2021-05-16,123909.70897871732,1826.8014601830766,0.9000622496677754
2021-05-17,119209.00380704651,1663.8821828776029,0.8472489737158205
2021-05-18,120098.78891441585,1919.7293307319428,0.8683870089257679
2021-05-19,122339.0910728112,2452.870569541833,0.9008661327269734
2021-05-20,118221.2250131494,1775.7367500257978,0.9054730633222943
2021-05-21,121110.52939577575,2263.8379863173327,0.8711809915700746
2021-05-22,123244.31372164447,2271.0977496525825,0.877852022444258
2021-05-23,117391.24455262235,1824.3829001044705,0.8344637875995757
2021-05-24,120953.42437729235,2048.4401258918997,0.8692891239758017
2021-05-25,121083.62682804762,2259.865796289327,0.9067114949055936
2021-05-26,122108.96403276084,1857.9038850748975,0.897256150483197
2021-05-27,118054.61735371924,1892.5563228606975,0.8950199716414363
2021-05-28,117872.53789676118,1816.4791737002163,0.8814932106154288
2021-05-29,121543.98437031874,1729.4069719601468,0.8802118947588453
2021-05-30,121082.4218886427,1802.045770694294,0.8601903658157966
2021-05-31,120979.47169271037,1686.6561879638193,0.9009648526060761
2021-06-01,121163.07654290432,1937.803896576891,0.8926291883316817
2021-06-02,119103.46164238293,1776.5355183220925,0.894760565439784
2021-06-03,120922.96007116706,1976.8303085007456,0.8642189547199726
2021-06-04,121041.12133937363,1618.4369585106458,0.8153997124038627
2021-06-05,119024.34863285646,1995.3350958030376,0.9129145813526108
2021-06-06,124184.19395213823,2095.4078032907064,0.8656348763197479
2021-06-07,121401.38748218739,1529.4978440634054,0.8541167270787063
2021-06-08,118073.63736478375,2002.5992481559858,0.9008043673574199
2021-06-09,121773.28101269278,2172.8646942899054,0.8682396208024261
2021-06-10,118516.10532701373,1684.9456536657808,0.9117980915213987
2021-06-11,122046.25497188035,2260.9312963803377,0.898510178487301
2021-06-12,122797.17116774133,2009.7635824947813,0.9005070796960143
2021-06-13,118847.73989078496,1784.5003710786657,0.8390213286639839
2021-06-14,122426.16296898338,1913.8918883075814,0.916358319561592
2021-06-15,121336.41014463225,2036.2540479522422,0.8878375159370157
2021-06-16,122167.4857319433,1939.332705339155,0.8689216858226139
2021-06-17,124330.49466913323,2031.4257871547218,0.8843016540202675
2021-06-18,120060.64712646326,1739.0828316583497,0.8267129430130504
2021-06-19,119059.38087966606,1956.6326766902137,0.8922595843444201
2021-06-20,118804.11194692597,1639.5605741107772,0.8491188547545379
2021-06-21,118968.60693595716,1899.6012228308084,0.839419891424694
2021-06-22,120463.8501269025,1740.6078684163656,0.8343292244134632
2021-06-23,121318.86208188313,1773.8263698001454,0.9133806512496978
2021-06-24,121209.0611243897,2167.6939549689614,0.8611220981892164
2021-06-25,122329.72162484094,2138.2803056545026,0.926011831297495
2021-06-26,120721.52534766833,2041.3888673258598,0.863925956108431
2021-06-27,123623.18293654775,1700.6416518186834,0.8287792612722116
2021-06-28,120207.75646627617,1855.365476423014,0.8465042668015402
2021-06-29,126198.66079577043,2160.809667966586,0.9170743486002082
2021-06-30,135031.14090127347,9946.076472307504,0.7953230546619
2021-07-01,132087.14036151933,10381.141959184639,0.783551381105282
2021-07-02,131681.4191542614,9995.48258067595,0.8048005467755837
2021-07-03,134809.9308080735,9954.771797703857,0.8150534820850264
2021-07-04,133419.80908296714,9854.081643174126,0.8335219644770738
2021-07-05,135316.38491041146,9942.156078579857,0.8434549768967878
2021-07-06,134856.34291452667,9884.496891956067,0.7892069406263275
